"id","pop_est_2015","county_name","state","FIPS","google_county_name","pop_est_2000","pop_est_2001","pop_est_2002","pop_est_2003","pop_est_2004","pop_est_2005","pop_est_2006","pop_est_2007","pop_est_2008","pop_est_2009","pop_est_2010","pop_est_2011","pop_est_2012","pop_est_2013","pop_est_2014"
46398,45672,"Beltrami County","Minnesota","27007","Beltrami County",39789,40406,41049,41659,42100,42700,43066,43281,43815,44226,44442,45098,45229,45550,45623
46400,5040,"Big Stone County","Minnesota","27011","Big Stone County",5777,5678,5677,5598,5444,5445,5375,5366,5328,5285,5269,5224,5166,5114,5125
46401,65787,"Blue Earth County","Minnesota","27013","Blue Earth County",55988,56808,57542,58554,59116,59918,61100,61974,62860,63565,64013,64353,65067,64923,65497
46402,25313,"Brown County","Minnesota","27015","Brown County",26877,26932,26905,26754,26666,26260,26252,26130,25992,25890,25893,25663,25408,25280,25290
46404,98741,"Carver County","Minnesota","27019","Carver County",70843,72945,75393,78005,80473,83258,85657,87270,88812,90242,91042,92843,93923,95671,97396
46405,28706,"Cass County","Minnesota","27021","Cass County",27292,27587,27853,28004,28338,28683,28754,28681,28733,28483,28567,28388,28419,28521,28559
46406,12109,"Chippewa County","Minnesota","27023","Chippewa County",12913,12815,12741,12604,12531,12581,12525,12401,12376,12360,12441,12332,12147,12099,12085
46408,62324,"Clay County","Minnesota","27027","Clay County",51308,51513,51772,52183,53251,54122,55072,55805,57056,58351,58999,59967,60218,60606,61281
46409,8803,"Clearwater County","Minnesota","27029","Division No. 9",8389,8384,8441,8424,8466,8471,8476,8541,8603,8645,8695,8706,8676,8779,8796
46411,11549,"Cottonwood County","Minnesota","27033","Cottonwood County",12167,12140,12104,12096,12151,11967,11789,11748,11701,11632,11687,11741,11646,11637,11589
46412,63428,"Crow Wing County","Minnesota","27035","Crow Wing County",55184,55973,57013,58023,58814,59606,60654,61484,62178,62307,62500,62662,62854,63075,63220
46413,414686,"Dakota County","Minnesota","27037","Dakota County",357848,363602,368252,372265,377143,381829,386228,390767,393900,396906,398552,401977,404925,408508,412182
46415,37075,"Douglas County","Minnesota","27041","Douglas County",32882,33201,33601,34125,34555,35110,35472,35903,36108,36076,36009,36248,36435,36545,36798
46416,14050,"Faribault County","Minnesota","27043","Faribault County",16143,15929,15799,15628,15554,15255,15150,14986,14790,14651,14553,14525,14247,14170,14156
46417,20834,"Fillmore County","Minnesota","27045","Fillmore County",21142,21184,21233,21248,21188,21138,21043,21092,20991,20921,20866,20870,20882,20817,20812
46419,46435,"Goodhue County","Minnesota","27049","Goodhue County",44154,44574,44927,45029,45329,45339,45598,45866,45919,46035,46183,46276,46402,46395,46375
46420,5903,"Grant County","Minnesota","27051","Grant County",6265,6261,6295,6236,6174,6165,6127,6138,6113,6022,6018,6003,5945,5985,5969
46421,1223149,"Hennepin County","Minnesota","27053","Hennepin County",1117775,1123375,1120730,1119458,1118756,1117015,1119507,1126585,1135173,1146721,1152425,1169437,1184617,1199581,1212097
46424,38429,"Isanti County","Minnesota","27059","Isanti County",31459,32428,33410,34753,35592,36400,37183,37711,37851,37809,37816,38243,38239,38175,38394
46425,45435,"Itasca County","Minnesota","27061","Itasca County",43927,43810,43882,44212,44221,44338,44405,44809,44852,45066,45058,45123,45240,45456,45516
46427,15837,"Kanabec County","Minnesota","27065","Kanabec County",15041,15266,15449,15877,16080,16259,16360,16495,16535,16294,16239,16233,15989,16017,15939
46428,42542,"Kandiyohi County","Minnesota","27067","Kandiyohi County",41141,41272,41069,41364,41456,41487,41537,41639,41840,42058,42239,42263,42439,42512,42465
46429,4424,"Kittson County","Minnesota","27069","Kittson County",5260,5188,5075,4974,4898,4846,4746,4640,4614,4561,4552,4537,4507,4491,4442
46431,6856,"Lac qui Parle County","Minnesota","27073","Lac qui Parle County",8057,7914,7891,7793,7674,7574,7415,7419,7342,7302,7259,7236,7123,7006,6895
46432,10631,"Lake County","Minnesota","27075","Lake County",11083,11145,11128,11162,11100,11014,10962,10938,10872,10872,10866,10813,10834,10790,10681
46433,3923,"Lake of the Woods County","Minnesota","27077","Lake of the Woods County",4488,4452,4326,4371,4401,4374,4321,4205,4128,4043,4045,4014,3961,3928,3917
46435,5771,"Lincoln County","Minnesota","27081","Lincolnshire",6403,6335,6248,6222,6138,6074,6003,5949,5937,5892,5896,5853,5806,5804,5804
46436,25673,"Lyon County","Minnesota","27083","Lyon County",25465,25474,25191,25091,24981,25178,25347,25403,25646,25768,25857,25795,25723,25593,25713
46466,14875,"Sibley County","Minnesota","27143","Sibley County",15361,15395,15345,15254,15202,15126,15164,15263,15283,15140,15226,15182,15109,15040,14897
46439,9423,"Marshall County","Minnesota","27089","Marshall County",10119,9948,9919,9962,9938,9889,9802,9651,9551,9478,9439,9480,9475,9453,9434
46440,20022,"Martin County","Minnesota","27091","Martin County",21786,21500,21341,21209,21126,21063,20901,20878,20914,20790,20840,20626,20472,20423,20206
46442,25788,"Mille Lacs County","Minnesota","27095","Mille Lacs County",22422,22865,23580,24234,24716,25414,25882,26108,26171,26127,26097,25884,25737,25842,25794
46443,32775,"Morrison County","Minnesota","27097","Morrison County",31819,32102,32373,32434,32489,32669,32813,33024,33267,33156,33198,33240,33089,32862,32844
46444,39116,"Mower County","Minnesota","27099","Mower County",38669,38755,38663,38735,38900,38659,38697,38672,38695,39023,39163,39282,39312,39208,39218
46446,33347,"Nicollet County","Minnesota","27103","Nicollet County",29904,30297,30565,30782,31036,31193,31779,31989,32261,32546,32727,32965,32947,32915,33257
46447,21770,"Nobles County","Minnesota","27105","Nobles County",20791,20847,20665,20667,20629,20709,20608,20723,21126,21318,21378,21582,21687,21744,21653
46448,6678,"Norman County","Minnesota","27107","Norman County",7431,7328,7312,7188,7120,7047,6952,6860,6842,6815,6852,6842,6640,6659,6643
46450,57716,"Otter Tail County","Minnesota","27111","Otter Tail County",57073,57076,57245,57515,57576,57420,57732,57677,57691,57333,57303,57332,57305,57579,57622
46451,14219,"Pennington County","Minnesota","27113","Pennington County",13545,13373,13607,13604,13640,13639,13810,13840,13842,13873,13930,14045,14094,14114,14079
46452,29069,"Pine County","Minnesota","27115","Pine County",26607,27125,27627,27946,28323,28616,28860,29210,29614,29655,29750,29619,29216,29077,29109
46454,31533,"Polk County","Minnesota","27119","Polk County",31384,31096,30958,30980,31093,31148,31170,31273,31175,31423,31600,31540,31489,31658,31517
46455,11041,"Pope County","Minnesota","27121","Pope County",11231,11153,11206,11171,11183,11142,11138,11087,11084,11034,10995,10921,10912,10914,10952
46456,538133,"Ramsey County","Minnesota","27123","Ramsey County",511520,512926,510581,505958,501104,497560,497158,499605,502890,506590,508640,515945,521288,528056,533634
46458,15471,"Redwood County","Minnesota","27127","Redwood County",16767,16666,16487,16372,16320,16100,16119,16053,16103,16011,16059,16066,15867,15702,15509
46459,14892,"Renville County","Minnesota","27129","Renville County",17125,16880,16869,16757,16609,16565,16374,16227,15911,15832,15730,15465,15355,15140,15003
46460,65400,"Rice County","Minnesota","27131","Rice County",56811,57731,58452,59395,60146,60832,61899,62387,63061,63859,64142,64516,64557,64813,65143
46462,15770,"Roseau County","Minnesota","27135","Roseau County",16309,16164,16101,16168,16150,16212,16031,15959,15935,15836,15629,15524,15507,15532,15740
46463,200431,"St. Louis County","Minnesota","27137","St. Louis County",200626,201307,200519,200076,199304,198443,198357,198903,199745,200198,200226,200353,200383,200581,200780
46465,91705,"Sherburne County","Minnesota","27141","Sherburne County",65361,68220,71867,74771,78091,81179,84079,85968,87495,87880,88499,89286,89555,90251,91208
46467,154708,"Stearns County","Minnesota","27145","Stearns County",133669,135241,137006,138401,139788,141813,144256,146591,148307,149696,150642,151277,151683,152165,153140
46469,9796,"Stevens County","Minnesota","27149","Stevens County",10021,9988,9942,9945,9857,9807,9729,9660,9711,9735,9726,9725,9737,9758,9838
46470,9340,"Swift County","Minnesota","27151","Swift County",11834,11220,10981,10811,10551,10232,10119,10058,9966,9827,9783,9684,9611,9543,9446
46471,24257,"Todd County","Minnesota","27153","Todd County",24407,24567,24463,24467,24633,24608,24620,24819,24859,24839,24895,24830,24545,24429,24269
46473,21239,"Wabasha County","Minnesota","27157","Wabasha County",21644,21764,21752,21821,21755,21706,21826,21708,21787,21734,21676,21523,21408,21422,21314
46474,13875,"Wadena County","Minnesota","27159","Wadena County",13745,13737,13789,13682,13682,13799,13705,13840,13844,13825,13843,13714,13697,13770,13740
46475,18989,"Waseca County","Minnesota","27161","Waseca County",19522,19486,19483,19416,19245,19288,19348,19407,19311,18639,19136,19170,19184,19071,18965
46477,10952,"Watonwan County","Minnesota","27165","Watonwan County",11826,11856,11807,11664,11504,11377,11323,11231,11120,11171,11211,11172,11125,11051,10969
46478,6396,"Wilkin County","Minnesota","27167","Wilkin County",7116,6989,6982,6964,6860,6801,6709,6715,6622,6563,6576,6584,6614,6540,6494
46479,50885,"Winona County","Minnesota","27169","Winona County",50081,50072,49977,50200,50257,50756,50904,51316,51457,51422,51461,51370,51362,51341,51107
46481,9875,"Yellow Medicine County","Minnesota","27173","Yellow Medicine County",11208,11136,11002,10924,10795,10691,10663,10574,10473,10437,10438,10277,10158,10115,10033
46482,31254,"Adams County","Mississippi","28001","Adams County",34246,33945,33730,33482,32785,32674,33220,32889,32629,32305,32297,32413,32168,32125,31935
46483,37388,"Alcorn County","Mississippi","28003","Alcorn County",34600,34746,34946,35045,35448,35688,36183,36608,36793,36868,37057,37302,37233,37324,37346
46485,19043,"Attala County","Mississippi","28007","Attala County",19620,19595,19549,19469,19330,19265,19431,19511,19622,19611,19564,19315,19103,19300,19112
46486,8182,"Benton County","Mississippi","28009","Benton County",8034,8006,8004,8073,8146,8307,8479,8603,8769,8689,8729,8705,8649,8503,8312
46487,33322,"Bolivar County","Mississippi","28011","Bolivar County",40381,39723,38634,38027,37211,36305,36102,35628,35032,34450,34145,33810,34033,34014,33835
46489,10243,"Carroll County","Mississippi","28015","Carroll County",10764,10699,10567,10565,10544,10473,10534,10630,10694,10604,10597,10456,10398,10340,10255
46490,17328,"Chickasaw County","Mississippi","28017","Chickasaw County",19372,19266,18976,18811,18642,18369,18074,17884,17639,17439,17392,17469,17439,17342,17375
46491,8299,"Choctaw County","Mississippi","28019","Choctaw County",9742,9545,9468,9358,9132,9026,8894,8680,8703,8576,8547,8402,8358,8400,8310
46493,16006,"Clarke County","Mississippi","28023","Clarke County",17749,17556,17402,17235,17133,16905,16976,16857,16772,16671,16732,16661,16501,16374,16269
46494,20048,"Clay County","Mississippi","28025","Clay County",21984,21811,21845,21484,21531,21245,21139,21017,20878,20804,20634,20491,20376,20336,20143
46496,28773,"Copiah County","Mississippi","28029","Copiah County",28761,28857,28762,29058,29157,29134,29540,29565,29584,29484,29449,29244,28913,28810,28864
46497,19543,"Covington County","Mississippi","28031","Covington County",19426,19332,19458,19660,19621,19480,19555,19510,19594,19516,19568,19509,19537,19390,19378
46498,173323,"DeSoto County","Mississippi","28033","DeSoto County",108714,113401,118603,124347,130767,136915,145220,150688,156214,159706,161252,163917,166367,168438,170886
46499,75944,"Forrest County","Mississippi","28035","Forrest County",71982,71846,71584,71747,71732,72043,73219,74057,74196,74863,74934,75884,76728,76766,76014
46501,23373,"George County","Mississippi","28039","George County",19257,19459,19811,20166,20326,20699,21382,21764,22193,22280,22578,22826,22891,23161,23271
46502,13522,"Greene County","Mississippi","28041","Greene County",13295,13231,13258,13323,13155,13201,13135,13776,14293,14449,14400,14285,14287,14237,14312
46503,21578,"Grenada County","Mississippi","28043","Grenada County",23160,22898,22684,22410,22222,22173,22388,22335,22194,22036,21906,21577,21602,21540,21656
46505,201410,"Harrison County","Mississippi","28047","Harrison County",190071,190922,192145,191290,195971,197784,174449,179054,182735,184930,187105,190940,193700,196533,198758
46506,242891,"Hinds County","Mississippi","28049","Hinds County",250474,248941,247857,247449,248147,247370,248989,246546,244695,244474,245285,248324,248181,245570,244406
46508,8669,"Humphreys County","Mississippi","28053","Humphreys County",11106,10969,10582,10351,10204,9974,9840,9666,9691,9517,9375,9322,9210,8949,8772
46509,1337,"Issaquena County","Mississippi","28055","Issaquena County",2258,2157,2012,1959,1813,1720,1649,1552,1521,1443,1406,1391,1408,1413,1386
46510,23609,"Itawamba County","Mississippi","28057","Itawamba County",22853,22869,22859,23075,23085,23254,23217,23271,23412,23329,23401,23333,23390,23448,23474
46512,16569,"Jasper County","Mississippi","28061","Jasper County",18110,18230,18068,17855,17751,17496,17544,17492,17550,17344,17062,16798,16539,16481,16546
46513,7507,"Jefferson County","Mississippi","28063","Jefferson County",9649,9436,9251,8929,8760,8461,8241,8127,7927,7842,7726,7574,7648,7627,7574
46514,11665,"Jefferson Davis County","Mississippi","28065","Jefferson Davis County",13853,13630,13413,13234,12932,12859,12928,12749,12636,12553,12487,12175,12079,11950,11837
46516,9969,"Kemper County","Mississippi","28069","Kemper County",10443,10712,10635,10623,10648,10551,10533,10486,10392,10526,10456,10255,10356,10264,10213
46517,53154,"Lafayette County","Mississippi","28071","Lafayette County",38759,39292,39914,41241,41840,42526,44281,45027,45781,46712,47351,48417,50377,51676,52220
46519,78524,"Lauderdale County","Mississippi","28075","Lauderdale County",78195,77780,77979,78082,78055,78082,78063,78794,79665,80275,80261,80615,80282,80328,79413
46520,12622,"Lawrence County","Mississippi","28077","Lawrence County",13215,13235,13137,13190,13149,13097,13053,13043,13038,13054,12929,12669,12605,12506,12526
46521,22763,"Leake County","Mississippi","28079","Leake County",20964,21563,21884,22240,22561,22869,23159,23353,23641,23790,23805,23282,23228,23303,23191
46523,30999,"Leflore County","Mississippi","28083","Leflore County",37763,36775,35957,34516,34863,34178,33862,33540,33329,32508,32317,31957,31555,31542,31526
46524,34649,"Lincoln County","Mississippi","28085","Lincolnshire",33163,33188,33326,33407,33490,33748,34248,34398,34724,34877,34869,34842,34834,34732,34766
46525,59710,"Lowndes County","Mississippi","28087","Lowndes County",61529,60958,60508,59919,59699,59237,59396,59355,59160,59663,59779,59567,59623,59843,59750
46527,25563,"Marion County","Mississippi","28091","Marion County",25616,25391,25360,25497,25617,25706,26291,26610,26825,26979,27088,26718,26362,26116,25786
46528,35916,"Marshall County","Mississippi","28093","Marshall County",35004,35052,35345,35767,35720,36052,36374,36950,37351,37231,37144,36759,36564,36497,36191
46530,10152,"Montgomery County","Mississippi","28097","Montgomery County",12115,12042,11829,11647,11507,11474,11453,11297,11067,10948,10925,10756,10560,10525,10327
46531,29463,"Neshoba County","Mississippi","28099","Neshoba County",28689,28396,28490,28807,29139,29364,29381,29399,29562,29694,29676,29709,29684,29454,29457
46532,21747,"Newton County","Mississippi","28101","Newton County",21791,21715,21493,21510,21535,21611,21814,21965,21851,21790,21720,21489,21597,21668,21816
46534,49800,"Oktibbeha County","Mississippi","28105","Oktibbeha County",43122,43186,43036,43188,43382,43985,45052,46032,46470,47400,47671,47864,48960,49275,49343
46535,34167,"Panola County","Mississippi","28107","Panola County",34379,34401,34623,34661,34701,34684,34705,34813,34923,34768,34707,34494,34428,34398,34378
46536,55191,"Pearl River County","Mississippi","28109","Pearl River County",48621,49083,49659,49968,50624,50990,55153,56053,56538,56085,55834,55470,55088,54932,55298
46538,39956,"Pike County","Mississippi","28113","Pike County",38995,38739,38734,38649,38700,38905,40241,40141,40290,40332,40404,40405,40081,39974,39961
46539,30908,"Pontotoc County","Mississippi","28115","Pontotoc County",26967,27274,27427,27990,28276,28567,29098,29264,29475,29770,29957,29795,30350,30694,30840
46540,25459,"Prentiss County","Mississippi","28117","Prentiss County",25662,25452,25463,25611,25568,25608,25463,25370,25481,25553,25276,25305,25317,25409,25411
46542,149039,"Rankin County","Mississippi","28121","Rankin County",116255,118774,120937,123796,127232,130354,134132,136694,139136,140634,141617,144037,145560,147089,148081
46543,28265,"Scott County","Mississippi","28123","Scott County",28393,28321,27948,28126,28097,28122,28170,28175,28098,28101,28264,28306,28249,28214,28433
46545,27222,"Simpson County","Mississippi","28127","Simpson County",27641,27376,27547,27368,27362,27633,27658,27512,27682,27512,27503,27368,27372,27507,27535
46546,16059,"Smith County","Mississippi","28129","Smith County",16182,16181,16077,16070,16126,16332,16427,16462,16345,16520,16491,16523,16334,16203,16168
46547,18070,"Stone County","Mississippi","28131","Stone County",13664,14130,14163,14439,14694,15189,15968,16264,17084,17408,17786,17920,18049,17961,17892
46549,14588,"Tallahatchie County","Mississippi","28135","Tallahatchie County",14927,14981,15025,15124,15249,15348,15283,15231,15225,15266,15378,15357,15093,15021,14736
46550,28296,"Tate County","Mississippi","28137","Tate County",25477,25653,25776,26134,26599,26968,27473,27803,28222,28509,28886,28725,28501,28347,28206
46551,22131,"Tippah County","Mississippi","28139","Tippah County",20925,20979,21066,21179,21261,21536,21688,21884,21982,22171,22232,22072,21957,22055,22054
46553,10343,"Tunica County","Mississippi","28143","Tunica County",9242,9416,9823,10142,10221,10425,10723,10853,10910,10862,10778,10580,10445,10474,10545
46554,28429,"Union County","Mississippi","28145","Union County",25484,25649,25711,25949,26076,26569,26762,26684,26931,27070,27134,27323,27363,27772,28168
46555,14638,"Walthall County","Mississippi","28147","Walthall County",15099,15114,14988,15049,15104,15081,15594,15515,15622,15505,15443,15391,15098,14887,14878
46557,48130,"Washington County","Mississippi","28151","Washington County",62657,61221,59570,58072,56802,55872,54325,53069,52236,51565,51137,50439,50068,49721,49135
46558,20566,"Wayne County","Mississippi","28153","Wayne County",21342,21258,21260,21135,21069,21021,21111,21276,20963,20763,20747,20637,20624,20478,20516
46559,9899,"Webster County","Mississippi","28155","Webster County",10282,10250,10213,10044,10057,9979,10022,10035,10204,10164,10253,10130,10052,9939,9975
46561,18317,"Winston County","Mississippi","28159","Winston County",20152,20031,19860,19796,19715,19583,19538,19606,19342,19211,19198,19010,18970,18709,18480
46562,12447,"Yalobusha County","Mississippi","28161","Yalobusha County",13125,13265,13139,13089,12961,12979,12976,13036,12857,12827,12678,12495,12359,12332,12272
46564,25378,"Adair County","Missouri","29001","Adair County",24956,24967,25072,24958,24988,24849,25007,24983,25399,25577,25607,25597,25643,25653,25530
46565,17296,"Andrew County","Missouri","29003","Andrew County",16522,16580,16501,16608,16580,16511,16861,16834,16924,17036,17291,17265,17391,17368,17322
46566,5306,"Atchison County","Missouri","29005","Atchison County",6389,6344,6189,6193,6153,6053,5908,5909,5798,5781,5685,5582,5518,5421,5371
46568,35829,"Barry County","Missouri","29009","Barry County",33971,33981,34111,34555,34849,35241,35756,35844,35935,35640,35597,35653,35678,35714,35758
46569,11880,"Barton County","Missouri","29011","Barton County",12542,12684,12780,12924,12941,12976,12972,12769,12589,12454,12402,12366,12345,12218,12019
46570,16446,"Bates County","Missouri","29013","Bates County",16700,16801,17009,17109,17088,17117,17193,17189,17194,17044,17049,17019,16696,16491,16562
46572,12182,"Bollinger County","Missouri","29017","Bollinger County",12047,12294,12367,12400,12427,12466,12496,12554,12429,12412,12363,12382,12402,12439,12373
46573,174974,"Boone County","Missouri","29019","Boone County",135940,138181,140695,143019,145348,148786,152784,155666,158089,160565,162642,166000,168730,171126,173019
46574,89100,"Buchanan County","Missouri","29021","Buchanan County",86192,86026,86027,85887,86039,86378,86543,87740,88317,89233,89201,89602,89822,89758,89525
46576,9014,"Caldwell County","Missouri","29025","Caldwell County",8975,9006,9041,9152,9230,9273,9343,9395,9359,9365,9424,9209,9113,9064,9017
46577,44834,"Callaway County","Missouri","29027","Callaway County",40927,41490,41973,42023,41767,42683,43118,43414,43855,44041,44332,44314,44440,44499,44743
46578,44237,"Camden County","Missouri","29029","Camden County",37053,37497,38263,38832,39572,40641,41832,42744,43462,43762,44002,43608,43883,43853,44053
46580,8992,"Carroll County","Missouri","29033","Carroll County",10267,10136,10097,10000,9922,9912,9743,9622,9451,9314,9295,9258,9102,9106,9021
46581,6263,"Carter County","Missouri","29035","Carter County",5974,5915,5944,5994,5982,6008,6030,6117,6122,6138,6265,6318,6263,6313,6265
46582,101603,"Cass County","Missouri","29037","Cass County",82592,84504,86645,88020,90759,92520,94494,96845,98095,98835,99478,99992,100505,100826,100978
46584,7589,"Chariton County","Missouri","29041","Chariton County",8411,8276,8277,8193,8174,8092,8013,7900,7829,7767,7831,7724,7657,7621,7659
46585,83279,"Christian County","Missouri","29043","Christian County",54936,56824,58674,60672,63171,65963,69394,72545,74705,76309,77422,78685,79753,80763,82039
46586,6801,"Clark County","Missouri","29045","Clark County",7387,7433,7366,7281,7239,7224,7206,7212,7168,7111,7139,7030,6977,6905,6881
46588,20609,"Clinton County","Missouri","29049","Clinton County",19046,19371,19525,20034,20409,20392,20347,20774,20781,20765,20743,20649,20481,20490,20259
46589,76720,"Cole County","Missouri","29051","Cole County",71485,71650,72138,72728,72427,72948,73509,73977,74760,75408,75990,76431,76365,76618,76531
46590,17642,"Cooper County","Missouri","29053","Cooper County",16764,16714,16999,17002,17203,17380,17547,17693,17502,17564,17601,17579,17534,17638,17572
46592,7595,"Dade County","Missouri","29057","Miami-Dade County",7915,7920,7899,7896,7893,7910,7974,7969,7951,7885,7883,7771,7561,7550,7615
46593,16393,"Dallas County","Missouri","29059","Dallas County",15751,15802,15908,16031,16275,16325,16580,16953,16955,16816,16777,16767,16779,16498,16385
46594,8253,"Daviess County","Missouri","29061","Daviess County",7998,7972,8040,8125,8228,8231,8331,8309,8330,8382,8433,8308,8261,8267,8294
46596,15593,"Dent County","Missouri","29065","Dent County",14947,15088,14935,15050,15157,15257,15419,15344,15495,15544,15657,15577,15622,15691,15578
46597,13373,"Douglas County","Missouri","29067","Douglas County",13097,13070,13270,13239,13372,13474,13573,13637,13800,13793,13684,13619,13587,13457,13544
46598,30895,"Dunklin County","Missouri","29069","Dunklin County",33148,33006,32871,32723,32420,32581,32388,32255,32158,31977,31953,32021,31861,31676,31356
46600,14858,"Gasconade County","Missouri","29073","Gasconade County",15374,15395,15407,15460,15464,15516,15479,15450,15309,15204,15222,15113,14990,14896,14885
46601,6692,"Gentry County","Missouri","29075","Gentry County",6873,6875,6780,6725,6771,6780,6776,6758,6806,6740,6738,6827,6806,6783,6816
46602,288072,"Greene County","Missouri","29077","Greene County",241015,243305,245822,249312,253130,257282,263046,267576,270901,274013,275174,277410,280707,283987,285852
46604,8615,"Harrison County","Missouri","29081","Harrison County",8873,8779,8771,8791,8753,8893,8870,8951,8956,8987,8957,8902,8739,8720,8634
46605,21737,"Henry County","Missouri","29083","Henry County",22108,22307,22179,22410,22442,22354,22556,22474,22291,22277,22272,22195,22155,22064,22021
46606,9201,"Hickory County","Missouri","29085","Hickory County",8940,9036,8929,9171,9316,9476,9518,9594,9592,9561,9627,9582,9390,9272,9228
46608,10139,"Howard County","Missouri","29089","Howard County",10182,10155,10072,10056,10012,10091,10089,10079,10138,10172,10144,10204,10189,10238,10141
46609,40117,"Howell County","Missouri","29091","Howell County",37285,37259,37429,37717,38036,38704,39067,39391,39910,39917,40400,40601,40575,40220,40116
46611,687623,"Jackson County","Missouri","29095","Jackson County",655709,657012,658765,658914,658307,658592,660539,662995,665427,670763,674158,675373,677558,680290,683683
46612,118596,"Jasper County","Missouri","29097","Jasper County",104966,105628,106684,107690,108897,110219,112030,113754,115144,116448,117404,117853,115423,116481,117566
46613,224124,"Jefferson County","Missouri","29099","Jefferson County",198937,200682,202477,204912,207829,210142,213105,214948,216409,217764,218733,219706,220150,221263,222644
46614,53951,"Johnson County","Missouri","29101","Johnson County",48534,49355,49796,50027,50905,51178,51500,51750,51889,52351,52595,53459,54465,54491,54410
46616,35473,"Laclede County","Missouri","29105","Laclede County",32598,32889,32862,33155,33513,34236,34937,35333,35518,35355,35571,35583,35413,35630,35471
46617,32701,"Lafayette County","Missouri","29107","Lafayette County",33000,32927,32984,33081,33110,33280,33288,33186,33434,33246,33381,33232,33104,32872,32671
46618,38180,"Lawrence County","Missouri","29109","Lawrence County",35352,35665,36234,36441,36798,37399,37779,38323,38508,38652,38634,38483,38397,38134,38026
46620,54696,"Lincoln County","Missouri","29113","Lincolnshire",39196,40610,41970,43580,44995,46945,49117,50758,51847,52243,52566,53101,53345,53854,54256
46621,12308,"Linn County","Missouri","29115","Linn County",13722,13617,13495,13365,13256,13074,12928,12875,12788,12775,12761,12566,12481,12326,12326
46622,15028,"Livingston County","Missouri","29117","Livingston County",14519,14596,14556,14589,14604,14624,14717,14852,14929,15110,15195,15124,15052,14912,15092
46624,15335,"Macon County","Missouri","29121","Macon County",15734,15613,15441,15568,15497,15595,15562,15533,15512,15509,15566,15472,15546,15479,15469
46625,12408,"Madison County","Missouri","29123","Madison County",11853,11855,11877,11835,11937,12007,12130,12310,12396,12313,12226,12326,12478,12410,12385
46627,28880,"Marion County","Missouri","29127","Marion County",28285,28115,28067,28282,28193,28309,28468,28365,28550,28720,28781,28791,28804,28850,28875
46628,3694,"Mercer County","Missouri","29129","Mercer County",3747,3750,3699,3717,3701,3684,3668,3684,3748,3776,3785,3784,3717,3684,3711
46629,25113,"Miller County","Missouri","29131","Miller County",23617,23911,24082,24056,24488,24582,24759,24843,24867,24840,24748,24834,24736,25019,25077
46631,15963,"Moniteau County","Missouri","29135","Moniteau County",14847,14805,15006,15105,15082,15312,15340,15416,15424,15545,15607,15698,15685,15778,15882
46632,8583,"Monroe County","Missouri","29137","Monroe County",9329,9291,9259,9274,9254,9209,9219,9216,9157,9014,8840,8687,8688,8745,8695
46633,11703,"Montgomery County","Missouri","29139","Montgomery County",12141,12120,12084,12095,12236,12285,12242,12299,12273,12179,12236,12223,12018,11937,11816
46635,18208,"New Madrid County","Missouri","29143","New Madrid County",19657,19638,19416,19405,19235,18919,18821,18780,18805,18896,18956,18792,18483,18324,18248
46636,58615,"Newton County","Missouri","29145","Newton County",52699,52939,53408,54347,55100,55941,56671,57470,57600,57946,58114,58823,59071,58781,58596
46637,22810,"Nodaway County","Missouri","29147","Nodaway County",21897,22070,22239,22319,22517,22588,22698,22804,23026,23242,23370,23431,23375,23225,23090
46639,13628,"Osage County","Missouri","29151","Osage County",13026,13046,13073,13315,13361,13507,13687,13648,13753,13886,13878,13918,13860,13691,13691
46640,9409,"Ozark County","Missouri","29153","Ozark County",9532,9447,9496,9582,9555,9557,9667,9655,9718,9673,9723,9654,9618,9533,9473
46641,17482,"Pemiscot County","Missouri","29155","Pemiscot County",20060,19887,19839,19592,19338,19211,18953,18788,18552,18378,18296,18205,18105,17787,17608
46643,42255,"Pettis County","Missouri","29159","Pettis County",39486,39577,39543,39669,39883,40455,40937,41239,41565,41907,42201,42134,42288,42186,42213
46644,44794,"Phelps County","Missouri","29161","Phelps County",39945,40219,41193,41883,42616,43327,44025,44300,44200,44540,45156,45186,45227,44978,44960
46645,18348,"Pike County","Missouri","29163","Pike County",18301,18258,18311,18426,18434,18725,18707,18588,18602,18544,18516,18639,18532,18579,18485
46647,31229,"Polk County","Missouri","29167","Polk County",26999,27421,27826,28345,28690,29308,30053,30576,30790,31085,31137,31190,31078,31007,31032
46648,53221,"Pulaski County","Missouri","29169","Pulaski County",41957,43558,44535,44507,45301,45570,46482,47357,48300,50630,52274,53268,53401,53791,53535
46649,4858,"Putnam County","Missouri","29171","Putnam County",5231,5203,5180,5161,5131,5153,5167,5047,5028,4988,4979,4960,4937,4878,4840
46651,25104,"Randolph County","Missouri","29175","Randolph County",24660,24679,24701,25010,25211,25451,25480,25597,25597,25364,25414,25259,25309,24938,25065
46652,22810,"Ray County","Missouri","29177","Ray County",23393,23427,23538,23703,23739,23605,23842,23712,23764,23541,23494,23314,23053,23023,22950
46654,13802,"Ripley County","Missouri","29181","Ripley County",13482,13460,13608,13752,13843,13920,14049,14059,14039,14033,14100,14133,14030,14014,13969
46655,385590,"St. Charles County","Missouri","29183","St. Charles County",286218,294908,303224,311405,319729,328892,337952,345395,351179,356902,360485,365237,369048,374200,379952
